make,model,ModelTypeText,model_variant,color,carType,Ccm,city,Co2EmissionText,ConsumptionRatingText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Km,Properties,Seats,TransmissionTypeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
MERCEDES-BENZ,S 500,S 500 4Matic,S 500 4Matic,White,Limousine,5461,Zuzwil,296 g/km,G,4,Allrad,11,2006,Benzin,62300,"\"Ab MFK\"",5,Automat sequentiell,12.6,l/100km
Bentley,ARNAGE,Arnage Green Label,Arnage Green Label,White,Limousine,4398,Zuzwil,390 g/km,G,4,Hinterradantrieb,7,2000,Benzin,34900,"\"Ab MFK\"",4,Automat,19.9,l/100km
BMW,740,740i,740i,White,Limousine,4398,Zuzwil,329 g/km,null,4,Hinterradantrieb,4,1998,Benzin,85400,"\"Ab MFK\"",5,Automat,13.8,l/100km
De Tomaso,PANTERA,PANTERA,null,White,Limousine,5752,Zuzwil,null,null,0,Hinterradantrieb,9,1974,Benzin,68100,null,2,Schaltgetriebe,null,""
Jaguar,XJ,XJR 4.0 Supercharged,XJR 4.0 Supercharged,White,Limousine,3980,Zuzwil,null,null,4,Hinterradantrieb,1,1996,Benzin,99900,"\"Ab MFK\"",5,Automat,13.3,l/100km
MERCEDES-BENZ,ML 500,ML 500 4Matic,ML 500 4Matic,White,SUV / Geländewagen,4966,Zuzwil,319 g/km,G,5,Allrad,12,2005,Benzin,37500,"\"Ab MFK\"",5,Automat sequentiell,13.4,l/100km
Delorean,"",De Lorean DMC-12,De Lorean DMC-12,White,Coupé,2849,Zuzwil,null,null,2,Hinterradantrieb,4,1981,Benzin,15000,null,0,Schaltgetriebe,null,""
Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,White,Limousine,4806,Zuzwil,286 g/km,G,5,Allrad,9,2009,Benzin,30300,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,12.2,l/100km
Autobianchi,A112,A112 Abarth Serie II,Abarth Serie II,White,Kleinwagen,981,Zuzwil,null,null,3,Vorderradantrieb,6,1974,Benzin,9999,null,2,Schaltgetriebe,null,""
Alfa Romeo,SPIDER,SPIDER 1300 Junior,1300 Junior,White,Cabriolet,1290,Zuzwil,null,null,2,Hinterradantrieb,3,1970,Benzin,106000,"\"Ab MFK\"",3,Schaltgetriebe,null,""
VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,Blue,Limousine,5998,Zuzwil,374 g/km,G,4,Allrad,1,2003,Benzin,37800,"\"Ab MFK\"",5,Automat sequentiell,15.6,l/100km
Chevrolet,Silverado,Silverado 2500HD 6.6l V8,2500HD 6.6l V8,White,Pick-up,0,Zuzwil,null,null,0,Hinterradantrieb,2,2007,null,34500,"\"Ab MFK\"",5,Automatik-Getriebe,null,""
MERCEDES-BENZ,CL 600,CL 600,CL 600,White,Coupé,5786,Zuzwil,333 g/km,G,2,Hinterradantrieb,1,2001,Benzin,73400,"\"Ab MFK\"",4,Automat,13.9,l/100km
Bentley,ARNAGE,ARNAGE Red Label,Red Label,White,Limousine,6750,Zuzwil,null,null,4,Hinterradantrieb,10,2000,Benzin,85700,"\"Ab MFK\"",5,Automatik-Getriebe,null,""
MERCEDES-BENZ,CL 600,CL 600,CL 600,White,Coupé,5513,Zuzwil,353 g/km,G,2,Hinterradantrieb,9,2003,Benzin,12200,"\"Ab MFK\", \"Tuning\"",4,Automat,14.7,l/100km
Renault,ALPINE,Alpine V6 Turbo,Alpine V6 Turbo,White,Coupé,2457,Zuzwil,null,null,2,Hinterradantrieb,4,1988,Benzin,98600,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,White,Kombi,4663,Zuzwil,214 g/km,G,5,Hinterradantrieb,5,2013,Benzin,10400,"\"Ab MFK\"",5,Automat sequentiell,9.2,l/100km
MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,White,Limousine,6209,Zuzwil,345 g/km,G,4,Hinterradantrieb,9,2007,Benzin,15800,"\"Ab MFK\"",4,Automat sequentiell,14.5,l/100km
Hummer,H3,H3 3.7 Adventure,H3 3.7 Adventure,White,SUV / Geländewagen,3653,Zuzwil,327 g/km,G,5,Allrad,11,2008,Benzin,150,"\"Ab MFK\"",5,Schaltgetriebe manuell,13.8,l/100km
ROLLS-ROYCE,PHANTOM,Phantom 6.7 V12,Phantom 6.7 V12,White,Limousine,6749,Zuzwil,385 g/km,G,4,Hinterradantrieb,11,2004,Benzin,54000,"\"Ab MFK\"",5,Automat,15.9,l/100km
Porsche,911,911 Turbo,911 Turbo,White,Coupé,3600,Zuzwil,326 g/km,G,2,Allrad,2,2008,Benzin,73500,"\"Ab MFK\"",4,Automat,13.6,l/100km
Ford (usa),EXPLORER,Explorer 4.0 Ltd. Edition,Explorer 4.0 Ltd. Edition,Blue,SUV / Geländewagen,4011,Zuzwil,350 g/km,null,5,Allrad,9,1999,Benzin,50100,"\"Ab MFK\"",5,Automat,13.7,l/100km
Renault,Alpine A110,Alpine A110 1300 VC Gordini,1300 VC Gordini,White,Coupé,1255,Zuzwil,null,null,2,Hinterradantrieb,3,1971,Benzin,31800,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,911,911 Turbo,911 Turbo,White,Coupé,3600,Zuzwil,309 g/km,null,2,Allrad,10,2001,Benzin,30100,"\"Ab MFK\"",4,Automatik-Getriebe,12.9,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,White,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,1,2010,Benzin,15000,"\"Ab MFK\"",5,Automat sequentiell,14.0,l/100km
Bentley,CONTINENTAL,Continental GT 6.0,Continental GT 6.0,White,Coupé,5998,Zuzwil,410 g/km,G,2,Allrad,7,2004,Benzin,79700,"\"Ab MFK\"",4,Automat,17.1,l/100km
Ferrari,575M,575M,575M,White,Coupé,5748,Zuzwil,499 g/km,G,2,Hinterradantrieb,4,2003,Benzin,39000,"\"Ab MFK\"",2,Automatik-Getriebe,21.8,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,White,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,1,1991,Benzin,197800,"\"Ab MFK\"",2,Automat,null,""
Mazda,MX-5,MX-5 1.8i 16V Confort,MX-5 1.8i 16V Confort,White,Cabriolet,1798,Zuzwil,174 g/km,G,2,Hinterradantrieb,3,2007,Benzin,6900,"\"Ab MFK\"",2,Schaltgetriebe manuell,7.3,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,White,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,1,2009,Benzin,31500,"\"Ab MFK\"",5,Automat sequentiell,14.0,l/100km
Peugeot,205,205 Turbo 16V,Turbo 16V,White,Coupé,1775,Zuzwil,null,null,3,Allrad,11,1984,Benzin,58950,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Audi,A8,A8 4.2 quattro,A8 4.2 quattro,White,Limousine,4170,Zuzwil,322 g/km,null,4,Allrad,3,1996,Benzin,143700,"\"Ab MFK\"",5,Automat sequentiell,13.4,l/100km
MERCEDES-BENZ,500,500 SE,500 SE,Blue,Limousine,4971,Zuzwil,null,null,4,Hinterradantrieb,8,1991,Benzin,91600,"\"Ab MFK\"",5,Automat,null,""
BMW,320,320d xDrive M-Sportpaket,320d xDrive M-Sportpaket,White,Limousine,1995,Zuzwil,143 g/km,D,4,Allrad,2,2009,Diesel,110600,"\"Ab MFK\"",5,Schaltgetriebe manuell,5.4,l/100km
BMW,728,728i,728i,White,Limousine,2793,Zuzwil,241 g/km,null,4,Hinterradantrieb,11,1998,Benzin,34400,"\"Ab MFK\"",5,Automatik-Getriebe,10.0,l/100km
Jaguar,XJ 220,XJ 220,null,White,Coupé,3497,Zuzwil,null,null,0,null,5,1996,null,25000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,CAYENNE,Cayenne S,Cayenne S,White,SUV / Geländewagen,4511,Zuzwil,380 g/km,null,5,Allrad,6,2012,Benzin,1000,"\"Ab MFK\"",5,Automatik-Getriebe,15.8,l/100km
ROLLS-ROYCE,PHANTOM,Phantom 6.7 V12,Phantom 6.7 V12,White,Limousine,6749,Zuzwil,385 g/km,G,4,Hinterradantrieb,1,2004,Benzin,56000,"\"Ab MFK\"",5,Automat,15.9,l/100km
Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,White,Limousine,5998,Zuzwil,423 g/km,G,4,Allrad,1,2006,Benzin,43000,"\"Ab MFK\"",4,Automat,17.7,l/100km
MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,White,Limousine,6209,Zuzwil,345 g/km,G,4,Hinterradantrieb,8,2010,Benzin,37500,"\"Ab MFK\"",4,Automat sequentiell,14.5,l/100km
Renault,ESPACE,Espace 2.0 T Privilège,Espace 2.0 T Privilège,White,Kompaktvan / Minivan,1998,Zuzwil,232 g/km,null,5,Vorderradantrieb,3,2004,Benzin,145000,"\"Ab MFK\"",5,Automatik-Getriebe,9.7,l/100km
Jaguar,XK,XKR S/C,XKR S/C,White,Coupé,3996,Zuzwil,299 g/km,G,2,Hinterradantrieb,11,1999,Benzin,103000,"\"Ab MFK\"",4,Automat,12.5,l/100km
Mini,MINI,1000,1000,White,Limousine,998,Safenwil,null,null,2,Vorderradantrieb,7,1976,Benzin,44300,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,ML 500,ML 500,ML 500,Blue,SUV / Geländewagen,4966,Zuzwil,350 g/km,G,5,Allrad,1,2002,Benzin,20800,"\"Ab MFK\"",5,Automat,14.6,l/100km
Mclaren,12C,MP4-12C Cabriolet 3.8 V8,MP4-12C Cabriolet 3.8 V8,White,Cabriolet,3798,Zuzwil,279 g/km,G,2,Hinterradantrieb,3,2013,Benzin,12000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,12.3,l/100km
MERCEDES-BENZ,SL 320,SL 320,SL 320,White,Cabriolet,3199,Zuzwil,317 g/km,null,2,Hinterradantrieb,2,1997,Benzin,70600,"\"Ab MFK\"",2,Automat,13.4,l/100km
AGM,"",WLR,WLR,White,Cabriolet,3499,Zuzwil,null,null,0,Hinterradantrieb,1,2004,Benzin,1,"\"Rennwagen\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,White,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,1,2003,Benzin,81000,"\"Ab MFK\"",2,Automat,14.2,l/100km
Porsche,911,911 Carrera S Cabrio,911 Carrera S Cabrio,White,Cabriolet,3824,Zuzwil,280 g/km,null,2,Hinterradantrieb,8,2006,Benzin,29800,"\"Ab MFK\"",2,Automatik-Getriebe,11.6,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,White,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,11,2001,Benzin,15600,"\"Ab MFK\"",2,Automat,12.7,l/100km
MERCEDES-BENZ,S 600,S 600,S 600,White,Coupé,5984,Zuzwil,null,null,2,Hinterradantrieb,8,1993,Benzin,26800,"\"Ab MFK\"",4,Automat,null,""
VW,PHAETON,Phaeton 3.0 TDi V6 4M,Phaeton 3.0 TDi V6 4M,White,Limousine,2967,Zuzwil,259 g/km,G,4,Allrad,6,2005,Diesel,48300,"\"Ab MFK\"",5,Automat sequentiell,9.6,l/100km
Ferrari,456,456M GT,456M GT,White,Coupé,5474,Zuzwil,495 g/km,G,2,Hinterradantrieb,3,2000,Benzin,36000,"\"Ab MFK\"",4,Schaltgetriebe manuell,22.0,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,White,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,3,2007,Benzin,102000,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Blue,Cabriolet,5439,Zuzwil,324 g/km,G,2,Hinterradantrieb,12,2008,Benzin,41000,"\"Ab MFK\"",2,Automat sequentiell,13.5,l/100km
BMW,M5,M5,M5,White,Limousine,4941,Zuzwil,336 g/km,null,4,Hinterradantrieb,10,1998,Benzin,39700,"\"Ab MFK\"",5,Schaltgetriebe manuell,13.9,l/100km
MERCEDES-BENZ,A 150,A 150 Classic,A 150 Classic,White,Limousine,1498,Zuzwil,159 g/km,F,3,Vorderradantrieb,10,2005,Benzin,99000,"\"Ab MFK\"",5,Schaltgetriebe manuell,6.7,l/100km
Lamborghini,"",Reventon Coupé,Reventon Coupé,White,Coupé,6496,Porrentruy,null,G,2,Allrad,4,2008,Benzin,5900,"\"Ab MFK\"",2,Automatik-Getriebe,null,""
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,White,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,3,2004,Benzin,55000,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Blue,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,10,2008,Benzin,79700,"\"Ab MFK\"",5,Automat,14.0,l/100km
MERCEDES-BENZ,E 320,E 320 Avantgarde,E 320 Avantgarde,Blue,Kombi,3199,Zuzwil,259 g/km,G,5,Hinterradantrieb,5,2001,Benzin,83000,"\"Ab MFK\"",5,Automat,10.8,l/100km
MERCEDES-BENZ,"",CLK DTM AMG,CLK DTM AMG,Blue,Cabriolet,5439,Zuzwil,null,null,2,Hinterradantrieb,2,2008,Benzin,32500,"\"Ab MFK\"",4,Automatik-Getriebe,null,""
Porsche,911,911 Turbo,911 Turbo,Blue,Coupé,3600,Zuzwil,307 g/km,G,2,Allrad,3,2009,Benzin,33000,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.8,l/100km
BMW,X5,X5 4.6is,X5 4.6is,Other,SUV / Geländewagen,4619,Zuzwil,356 g/km,G,5,Allrad,11,2002,Benzin,26500,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Blue,Cabriolet,5513,Zuzwil,346 g/km,G,2,Hinterradantrieb,4,2004,Benzin,14500,"\"Ab MFK\"",2,Automat,14.4,l/100km
Bentley,BROOKLANDS,Brooklands,Brooklands,Blue,Limousine,6749,Zuzwil,null,null,4,Hinterradantrieb,3,1995,Benzin,39100,"\"Ab MFK\"",5,Automat,null,""
MERCEDES-BENZ,C 320,C 320 Elégance,C 320 Elégance,Blue,Limousine,3199,Zuzwil,260 g/km,G,4,Hinterradantrieb,5,2002,Benzin,145100,"\"Ab MFK\"",5,Automat,10.8,l/100km
BMW-ALPINA,5 SERIES,5 SERIES B7 TURBO,B7 TURBO,Blue,Limousine,3428,Zuzwil,null,null,4,null,5,1986,Benzin,199300,"\"Ab MFK\"",0,null,null,""
Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,Blue,Coupé,3586,Porrentruy,440 g/km,G,2,Hinterradantrieb,11,2003,Benzin,42500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,19.3,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Blue,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,7,2008,Benzin,114200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat,14.0,l/100km
BMW,728,728i,728i,Blue,Limousine,2793,Zuzwil,241 g/km,null,4,Hinterradantrieb,5,1998,Benzin,26200,"\"Ab MFK\"",5,Automatik-Getriebe,10.3,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,5,2003,Benzin,64500,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
MERCEDES-BENZ,E 63 AMG,E 63 AMG S 4Matic,E 63 AMG S 4Matic,Blue,Limousine,5461,Zuzwil,242 g/km,G,4,Allrad,7,2013,Benzin,23900,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,10.3,l/100km
Lamborghini,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,Blue,Coupé,6496,Zuzwil,495 g/km,G,2,Allrad,7,2007,Benzin,38000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe,21.3,l/100km
Porsche,924,924 Turbo,Turbo,Other,Coupé,1984,Zuzwil,null,null,2,Hinterradantrieb,3,1980,Benzin,54000,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MG,"",Roadster,Roadster,Blue,Coupé,1489,Zuzwil,null,null,2,Hinterradantrieb,1,1957,Benzin,37000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,Blue,Limousine,5439,Zuzwil,310 g/km,G,4,Hinterradantrieb,2,1999,Benzin,96500,"\"Ab MFK\"",5,Automat,13.0,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Blue,Cabriolet,5513,Zuzwil,346 g/km,G,2,Hinterradantrieb,10,2003,Benzin,49900,"\"Ab MFK\"",2,Automat,14.4,l/100km
MERCEDES-BENZ,E 240,E 240 Avantgarde,E 240 Avantgarde,Blue,Limousine,2597,Zuzwil,252 g/km,null,4,Hinterradantrieb,3,2003,Benzin,106000,"\"Ab MFK\"",5,Automatik-Getriebe,10.5,l/100km
BMW,Z1,Z1,null,Blue,Cabriolet,2494,Zuzwil,null,null,2,Hinterradantrieb,2,1990,Benzin,27700,null,2,Schaltgetriebe manuell,null,""
Honda,LEGEND,Legend V6 3.5i,Legend V6 3.5i,Blue,Limousine,3474,Zuzwil,291 g/km,G,4,Vorderradantrieb,3,2001,Benzin,111500,"\"Ab MFK\"",5,Automat,12.3,l/100km
Porsche,911,911 Turbo,911 Turbo,Blue,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,3,2002,Benzin,132600,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,12.9,l/100km
MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,Blue,Limousine,5461,Zuzwil,231 g/km,G,4,Hinterradantrieb,5,2011,Benzin,31400,"\"Ab MFK\"",4,Automat sequentiell,9.9,l/100km
MERCEDES-BENZ,SL 320,SL 320,SL 320,Blue,Cabriolet,3199,Zuzwil,274 g/km,G,2,Hinterradantrieb,4,2000,Benzin,25100,"\"Ab MFK\"",2,Automat,11.5,l/100km
BMW,750,750i,750i,Blue,Limousine,5377,Zuzwil,338 g/km,null,4,Hinterradantrieb,7,1995,Benzin,119600,"\"Ab MFK\"",5,Automat,14.2,l/100km
Audi,Cabriolet,Cabriolet 2.8 E,Cabriolet 2.8 E,Other,Cabriolet,2771,Zuzwil,254 g/km,null,2,Vorderradantrieb,7,1996,Benzin,120200,"\"Ab MFK\"",4,Automat,11.4,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Blue,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,10,2008,Benzin,49800,"\"Ab MFK\"",5,Automat sequentiell,14.0,l/100km
MERCEDES-BENZ,C 230,C 230 Elégance,C 230 Elégance,Blue,Limousine,2295,Zuzwil,223 g/km,null,4,Hinterradantrieb,2,1997,Benzin,123400,"\"Ab MFK\"",5,Automatik-Getriebe,9.4,l/100km
Lamborghini,GALLARDO,Gallardo LP570-4 Coupé SL,Gallardo LP570-4 Coupé SL,Blue,Coupé,5204,Zuzwil,319 g/km,G,2,Allrad,3,2011,Benzin,18000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,13.5,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Blue,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,8,2006,Benzin,68800,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
Renault,Alpine A110,Alpine A110 A5 Motor,A5 Motor,Blue,Coupé,1397,Zuzwil,null,null,2,Hinterradantrieb,5,1977,Benzin,39267,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,190,190 E 2.5-16 ABS,190 E 2.5-16 ABS,Blue,Limousine,2497,Zuzwil,null,null,4,Hinterradantrieb,10,1990,Benzin,162000,null,5,Schaltgetriebe manuell,null,""
BMW,2002,2002 Turbo,Turbo,Blue,Limousine,1990,Zuzwil,null,null,2,Hinterradantrieb,1,1974,Benzin,7990,"\"Ab MFK\"",4,Schaltgetriebe,null,""
Ford (usa),MUSTANG,Mustang 5.0 GT Premium 50 Years,5.0 GT Premium 50 Years,Blue,Coupé,4951,Zuzwil,281 g/km,null,2,Hinterradantrieb,4,2015,Benzin,4300,"\"Ab MFK\"",4,Automatik-Getriebe,12.0,l/100km
Lamborghini,GALLARDO,Gallardo LP550-2 Cpé V.B.,Gallardo LP550-2 Cpé V.B.,Blue,Coupé,5204,Zuzwil,315 g/km,G,2,Hinterradantrieb,9,2009,Benzin,7300,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,13.3,l/100km
Ferrari,F430,F430 Spider,F430 Spider,Blue,Cabriolet,4308,Porrentruy,420 g/km,G,2,Hinterradantrieb,6,2007,Benzin,53500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,18.3,l/100km
Land Rover,RANGE ROVER,Range Rover 3.6 d HSE,Range Rover 3.6 d HSE,Other,SUV / Geländewagen,3628,Zuzwil,299 g/km,G,5,Allrad,2,2007,Diesel,99900,"\"Ab MFK\"",5,Automat,11.3,l/100km
MERCEDES-BENZ,CL 500,CL 500,CL 500,Blue,Coupé,4966,Zuzwil,299 g/km,G,2,Hinterradantrieb,12,2001,Benzin,116100,"\"Ab MFK\"",4,Automat,12.4,l/100km
Maserati,QUATTROPORTE,Quattroporte 4.7 S,Quattroporte 4.7 S,Blue,Limousine,4691,Zuzwil,365 g/km,G,4,Hinterradantrieb,2,2009,Benzin,96000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell,15.7,l/100km
BMW,530,530d Touring,530d Touring,Blue,Kombi,2993,Zuzwil,192 g/km,null,5,Hinterradantrieb,11,2004,Diesel,108500,"\"Ab MFK\"",5,Automatik-Getriebe,7.2,l/100km
VW,EOS,Eos 2.0 FSI T,Eos 2.0 FSI T,Blue,Cabriolet,1984,Zuzwil,202 g/km,G,2,Vorderradantrieb,9,2007,Benzin,27000,"\"Ab MFK\"",4,Schaltgetriebe manuell,8.4,l/100km
Audi,A6,A6 4.2 V8 quattro,A6 4.2 V8 quattro,Blue,Limousine,4163,Zuzwil,278 g/km,G,4,Allrad,3,2004,Benzin,62000,"\"Ab MFK\"",5,Automat sequentiell,11.6,l/100km
MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,Blue,Limousine,5439,Zuzwil,301 g/km,null,4,Hinterradantrieb,2,1998,Benzin,86900,"\"Ab MFK\"",5,Automat,12.6,l/100km
Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,Blue,Cabriolet,3387,Zuzwil,295 g/km,null,2,Hinterradantrieb,1,1999,Benzin,34400,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.0,l/100km
BMW,X3,X3 3.0i,X3 3.0i,Blue,SUV / Geländewagen,2979,Zuzwil,276 g/km,null,5,Allrad,10,2004,Benzin,86200,"\"Ab MFK\"",5,Automatik-Getriebe,11.4,l/100km
BMW-ALPINA,6 SERIES,B6 4.4 V8 Cabrio,B6 4.4 V8 Cabrio,Blue,Cabriolet,4398,Zuzwil,306 g/km,G,2,Hinterradantrieb,4,2007,Benzin,66800,"\"Ab MFK\"",4,Automat,12.8,l/100km
BMW,540,540i,540i,Blue,Limousine,4398,Zuzwil,298 g/km,G,4,Hinterradantrieb,11,1998,Benzin,78700,"\"Ab MFK\"",5,Automat,12.5,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Other,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,6,2002,Benzin,16500,"\"Ab MFK\"",2,Automat,14.2,l/100km
Porsche,BOXSTER,Boxster S 3.2,Boxster S 3.2,Blue,Cabriolet,3179,Zuzwil,281 g/km,G,2,Hinterradantrieb,4,2000,Benzin,43400,"\"Ab MFK\"",2,Automat,11.3,l/100km
Ferrari,458,458 Italia 4.5 V8 Speciale,458 Italia 4.5 V8 Speciale,Blue,Coupé,4497,Zuzwil,275 g/km,G,2,Hinterradantrieb,1,2015,Benzin,200,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,11.8,l/100km
MERCEDES-BENZ,E 420,E 420 Elégance,E 420 Elégance,Blue,Limousine,4196,Zuzwil,326 g/km,null,4,Hinterradantrieb,6,1996,Benzin,26800,"\"Ab MFK\"",5,Automat,14.3,l/100km
MERCEDES-BENZ,ML 63 AMG,ML 63 AMG 4Matic,ML 63 AMG 4Matic,Blue,SUV / Geländewagen,5461,Zuzwil,276 g/km,G,5,Allrad,1,2013,Benzin,25100,"\"Ab MFK\"",5,Automat sequentiell,11.8,l/100km
MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,Blue,Limousine,5439,Zuzwil,301 g/km,null,4,Hinterradantrieb,10,1998,Benzin,35000,"\"Ab MFK\"",5,Automat,12.6,l/100km
MERCEDES-BENZ,S 600,S 600,S 600,Blue,Coupé,5984,Zuzwil,null,null,2,Hinterradantrieb,8,1993,Benzin,111000,"\"Ab MFK\"",4,Automat,null,""
MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,SLK 230 Kompressor,Blue,Cabriolet,2295,Zuzwil,225 g/km,null,2,Hinterradantrieb,7,1998,Benzin,166550,"\"Ab MFK\"",2,Automat,9.5,l/100km
Lotus,ESPRIT,Esprit 3.5 V8 SE,Esprit 3.5 V8 SE,Blue,Coupé,3506,Zuzwil,366 g/km,G,2,Hinterradantrieb,7,2002,Benzin,36700,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.7,l/100km
Subaru,IMPREZA,Impreza 2.5T WRX,Impreza 2.5T WRX,Blue,Limousine,2457,Zuzwil,244 g/km,G,4,Allrad,4,2006,Benzin,161500,"\"Ab MFK\"",5,Schaltgetriebe manuell,10.3,l/100km
Aston Martin,DB7,DB7,DB7,Blue,Coupé,3239,Zuzwil,null,null,2,Hinterradantrieb,4,1998,Benzin,97200,"\"Ab MFK\"",4,Automatik-Getriebe,15.7,l/100km
Land Rover,RANGE ROVER,Range Rover 4.4TD Vogue,Range Rover 4.4TD Vogue,Other,SUV / Geländewagen,4367,Zuzwil,253 g/km,G,5,Allrad,1,2012,Diesel,63200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell,9.4,l/100km
MERCEDES-BENZ,S 500,S 500,S 500,Blue,Limousine,5461,Zuzwil,286 g/km,G,4,Hinterradantrieb,6,2006,Benzin,48000,"\"Ab MFK\"",5,Automat sequentiell,12.2,l/100km
Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,Blue,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,5,1981,Benzin,68900,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,7,2002,Benzin,47600,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
