ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
720.0,Renault,Alpine A110,Alpine A110 1600 SC,1600 SC,RENAULT Alpine A110 1600 SC,Black,Coupé,1605,Zuzwil,null,Occasion,null,null,2,null,8,1973,Benzin,140,schwarz,40700,"\"Ab MFK\"",2,Schaltgetriebe
721.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Black,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2001,Benzin,420,schwarz,59500,"\"Ab MFK\"",4,Automatik-Getriebe
722.0,BMW,523,523i Touring,523i Touring,BMW 523i Touring,Black,Kombi,2494,Zuzwil,235 g/km,Vorführmodell,null,9.8 l/100km,5,Hinterradantrieb,9,1997,Benzin,170,grau,112300,"\"Ab MFK\"",5,Automatik-Getriebe
723.0,Ferrari,F430,F430 Challenge GT3 LOOK,Challenge GT3 LOOK,FERRARI F430 Challenge GT3 LOOK,Black,Coupé,4300,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,489,schwarz,5000,"\"Rennwagen\"",0,Automatik-Getriebe
724.0,BMW,740,740i,740i,BMW 740i,Black,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,12,1996,Benzin,286,schwarz,65000,"\"Ab MFK\"",5,Automat
725.0,BMW,M6,M6,M6,BMW M6,Black,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,schwarz,29600,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
726.0,Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,Black,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2008,Benzin,480,braun,35500,"\"Ab MFK\"",2,Schaltgetriebe manuell
727.0,BMW,550,550i Touring,550i Touring,BMW 550i Touring,Black,Kombi,4799,Zuzwil,254 g/km,Occasion,G,10.7 l/100km,5,Hinterradantrieb,4,2007,Benzin,367,grau,72000,"\"Ab MFK\"",5,Automat sequentiell
728.0,Bentley,ARNAGE,Arnage Red Label,Arnage Red Label,BENTLEY Arnage Red Label,Black,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,7,2001,Benzin,405,null,21700,"\"Ab MFK\"",5,Automat
729.0,Jeep,Grand Cherokee,Grand Cherokee 4.0 Ltd.,Grand Cherokee 4.0 Ltd.,JEEP Grand Cherokee 4.0 Ltd.,Black,SUV / Geländewagen,3960,Zuzwil,null,Occasion,null,14.9 l/100km,5,Allrad,12,1996,Benzin,177,beige,126200,"\"Ab MFK\"",5,Automat
73.0,Jaguar,XJ,XJ8 4.2 V8 Sovereign,XJ8 4.2 V8 Sovereign,JAGUAR XJ8 4.2 V8 Sovereign,Blue,Limousine,4196,Zuzwil,269 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,11,2007,Benzin,298,beige,74000,"\"Ab MFK\"",5,Automat
730.0,ROLLS-ROYCE,CORNICHE,CORNICHE III,III,ROLLS-ROYCE CORNICHE III,Black,Cabriolet,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1990,Benzin,218,beige,47100,"\"Ab MFK\"",4,Automatik-Getriebe
731.0,MERCEDES-BENZ,SLS 63,SLS 63 AMG,SLS 63 AMG,MERCEDES-BENZ SLS 63 AMG,Black,Coupé,6208,Zuzwil,308 g/km,Occasion,G,13.2 l/100km,2,Hinterradantrieb,7,2011,Benzin,571,mehrfarbig,23000,"\"Direkt-/Parallelimport\"",2,Automat sequentiell
732.0,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Black,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,schwarz,8900,"\"Ab MFK\"",2,Automat
733.0,Dodge,Ram,Ram SRT-10,SRT-10,DODGE Ram SRT-10,Black,Pick-up,8300,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,2006,Benzin,505,anthrazit,41000,"\"Ab MFK\"",5,Automatik-Getriebe
734.0,Audi,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,Black,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,11,2000,Benzin,380,null,51800,"\"Ab MFK\"",5,Schaltgetriebe manuell
735.0,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,6,2003,Benzin,347,schwarz,21800,"\"Ab MFK\"",5,Automat sequentiell
736.0,Lamborghini,DIABLO,Diablo 5.7 SV,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,Black,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,7,1999,Benzin,530,grün,45700,null,2,Schaltgetriebe manuell
737.0,Fiat,SPIDER,SPIDER CSA,CSA,FIAT SPIDER CSA,Black,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,128,schwarz,115100,null,2,Schaltgetriebe
738.0,BMW,M5,M5,M5,BMW M5,Black,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,1,2012,Benzin,560,schwarz,12000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
739.0,Bentley,CONTINENTAL,Continental GTC 6.0,Continental GTC 6.0,BENTLEY Continental GTC 6.0,Black,Cabriolet,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,6,2009,Benzin,560,schwarz,76200,"\"Ab MFK\"",4,Automat
74.0,Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,Blue,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,492,beige,26800,"\"Ab MFK\"",2,Schaltgetriebe manuell
740.0,MERCEDES-BENZ,"",CLK DTM AMG Cabriolet,CLK DTM AMG Cabriolet,MERCEDES-BENZ CLK DTM AMG Cabriolet,Black,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,null,6,2008,null,582,schwarz,500,"\"Ab MFK\"",4,null
741.0,MERCEDES-BENZ,S 63 AMG,S 63 AMG,S 63 AMG,MERCEDES-BENZ S 63 AMG,Black,Limousine,5461,Zuzwil,244 g/km,Occasion,G,10.5 l/100km,4,Hinterradantrieb,6,2010,Benzin,544,schwarz,13200,"\"Ab MFK\"",5,Automat sequentiell
742.0,Maserati,GRANTURISMO,GranTurismo S,GranTurismo S,MASERATI GranTurismo S,Black,Coupé,4691,Zuzwil,385 g/km,Occasion,G,16.4 l/100km,2,Hinterradantrieb,7,2009,Benzin,440,schwarz,45000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
743.0,Lamborghini,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,Murciélago LP670-4 SV Cpé,LAMBORGHINI Murciélago LP670-4 SV Cpé,Black,Coupé,6496,Zuzwil,480 g/km,Occasion,G,20.6 l/100km,2,Allrad,7,2009,Benzin,670,anthrazit,9500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
744.0,Jaguar,XK,XKR S/C Convertible,XKR S/C Convertible,JAGUAR XKR S/C Convertible,Black,Cabriolet,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,363,schwarz,107100,"\"Ab MFK\"",4,Automat
745.0,Lamborghini,GALLARDO,Gallardo 5.0 V10 Coupé,Gallardo 5.0 V10 Coupé,LAMBORGHINI Gallardo 5.0 V10 Coupé,Black,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,null,36700,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
746.0,MERCEDES-BENZ,"",CL 5.8 BRABUS,CL 5.8 BRABUS,MERCEDES-BENZ CL 5.8 BRABUS,Black,Coupé,5727,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2000,Benzin,400,beige,33000,"\"Ab MFK\", \"Tuning\"",4,Automatik-Getriebe
747.0,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2002,Benzin,347,schwarz,32900,"\"Ab MFK\"",5,Automat sequentiell
748.0,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Black,Cabriolet,5981,Zuzwil,null,Occasion,G,15.1 l/100km,2,Hinterradantrieb,9,2004,Benzin,612,grau,33613,"\"Ab MFK\"",2,Automat
749.0,Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,Black,Kombi,3993,Zuzwil,229 g/km,Occasion,G,9.8 l/100km,5,Allrad,3,2013,Benzin,560,schwarz,6000,"\"Ab MFK\"",5,Automat sequentiell
75.0,Alfa Romeo,GTV,GTV 6 2.5,GTV 6 2.5,ALFA ROMEO GTV 6 2.5,Blue,Coupé,2492,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,8,1984,Benzin,160,schwarz,75000,null,4,Schaltgetriebe manuell
750.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1995,Benzin,226,schwarz,46500,"\"Ab MFK\"",5,Automat
751.0,Bentley,ARNAGE,Arnage T,Arnage T,BENTLEY Arnage T,Black,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,6,2002,Benzin,457,mehrfarbig,36000,"\"Ab MFK\"",5,Automat
752.0,MERCEDES-BENZ,C 43 AMG,C 43 AMG Sport,C 43 AMG Sport,MERCEDES-BENZ C 43 AMG Sport,Black,Kombi,4266,Zuzwil,280 g/km,Occasion,null,11.7 l/100km,5,Hinterradantrieb,1,1998,Benzin,306,schwarz,64100,"\"Ab MFK\"",5,Automat
753.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,59000,"\"Ab MFK\"",5,Automat sequentiell
754.0,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,Black,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Hinterradantrieb,5,1998,Benzin,300,beige,26000,"\"Ab MFK\"",4,Automatik-Getriebe
755.0,Fiat,131,131 Racing / Sport,Racing / Sport,FIAT 131 Racing / Sport,Black,Limousine,1995,Zuzwil,null,Occasion,null,null,3,null,5,1980,Benzin,115,schwarz,80000,null,2,Schaltgetriebe
756.0,Porsche,911,911 Carrera 4S Cabrio,911 Carrera 4S Cabrio,PORSCHE 911 Carrera 4S Cabrio,Black,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,schwarz,30600,"\"Ab MFK\"",2,Schaltgetriebe manuell
757.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,schwarz,32500,"\"Ab MFK\"",2,Automat
758.0,Renault,Alpine A110,Alpine A110 Modell 1400 FASA,Modell 1400 FASA,RENAULT Alpine A110 Modell 1400 FASA,Black,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,93,schwarz,90000,"\"Ab MFK\"",2,Schaltgetriebe
759.0,Porsche,911,911 GTR (GT3),GTR (GT3),PORSCHE 911 GTR (GT3),Black,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2001,Benzin,650,schwarz,16300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe
76.0,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,Blue,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,1,1996,Benzin,285,grau,78000,"\"Ab MFK\"",4,Schaltgetriebe manuell
760.0,Ferrari,F360,F360 Challenge stradale,F360 Challenge stradale,FERRARI F360 Challenge stradale,Black,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,schwarz,27650,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
761.0,MERCEDES-BENZ,CLS 55 AMG,CLS 55 AMG,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG,Black,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,6,2005,Benzin,476,schwarz,77000,"\"Ab MFK\"",4,Automat sequentiell
762.0,MERCEDES-BENZ,E 240,E 240 Elégance,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,Black,Limousine,2597,Zuzwil,250 g/km,Occasion,G,10.4 l/100km,4,Hinterradantrieb,4,2003,Benzin,177,schwarz,89200,"\"Ab MFK\"",5,Automat
763.0,BMW,323,323 E21,E21,BMW 323 E21,Black,Coupé,2315,Zuzwil,null,Occasion,null,9.0 l/100km,2,null,9,1982,Benzin,143,null,64700,"\"Ab MFK\"",5,null
764.0,Porsche,911,911 Carrera 4 S Cabrio,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio,Black,Cabriolet,3596,Zuzwil,294 g/km,Occasion,G,12.1 l/100km,2,Allrad,3,2004,Benzin,320,schwarz,75600,"\"Ab MFK\"",4,Automat
765.0,Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,Black,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2007,Benzin,480,schwarz,46500,"\"Ab MFK\"",2,Schaltgetriebe manuell
766.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,grau,70400,"\"Ab MFK\"",5,Automat
767.0,MERCEDES-BENZ,SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,Black,Cabriolet,3199,Zuzwil,268 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,8,2003,Benzin,354,schwarz,123400,"\"Ab MFK\"",2,Automat
768.0,BMW-ALPINA,5 SERIES,B5 BiTurbo 4.4 V8,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8,Black,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,schwarz,19100,"\"Ab MFK\"",5,Automat sequentiell
769.0,Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,Black,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,mehrfarbig,55000,null,2,Schaltgetriebe manuell
77.0,Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,Blue,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,26800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
770.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,21400,"\"Ab MFK\"",5,Automat sequentiell
771.0,BMW,320,320d Touring,320d Touring,BMW 320d Touring,Black,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,anthrazit,162000,"\"Ab MFK\"",5,Automat
772.0,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,Black,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,schwarz,82600,"\"Ab MFK\"",4,Schaltgetriebe
773.0,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,Black,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1983,Benzin,150,mehrfarbig,111990,"\"Ab MFK\"",4,Schaltgetriebe manuell
774.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,schwarz,30400,"\"Ab MFK\"",0,Automat
775.0,Porsche,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,Black,Coupé,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,9,2000,Benzin,300,schwarz,77600,"\"Ab MFK\"",4,Schaltgetriebe manuell
776.0,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,2,2002,Benzin,347,schwarz,23800,"\"Ab MFK\"",5,Automat sequentiell
777.0,BMW,M5,M5,M5,BMW M5,Black,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,3,2013,Benzin,560,braun,4600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
778.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Black,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,11,2008,Benzin,580,schwarz,48200,null,5,Automat sequentiell
779.0,Maserati,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,Black,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,blau,23200,"\"Ab MFK\"",4,Automatik-Getriebe
78.0,MERCEDES-BENZ,SL 63 AMG,SL 63 AMG,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,Blue,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,schwarz,19999,"\"Ab MFK\"",2,Automat sequentiell
780.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,braun,41100,"\"Ab MFK\"",5,Automat sequentiell
781.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,anthrazit,45200,"\"Ab MFK\"",2,Automat
782.0,MERCEDES-BENZ,S 350,S 350 L 4Matic,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,Black,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,schwarz,110800,"\"Ab MFK\"",5,Automat sequentiell
783.0,Audi,A4,A4 Avant 3.0 V6,A4 Avant 3.0 V6,AUDI A4 Avant 3.0 V6,Black,Kombi,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,8,2002,Benzin,220,schwarz,101900,"\"Ab MFK\"",5,Automatik-Getriebe
784.0,VW,TOURAN,Touran 1.4 TSI Trend,Touran 1.4 TSI Trend,VW Touran 1.4 TSI Trend,Black,Kompaktvan / Minivan,1390,Zuzwil,180 g/km,Occasion,F,7.5 l/100km,5,Vorderradantrieb,3,2008,Benzin,140,anthrazit,71700,"\"Ab MFK\"",7,Schaltgetriebe manuell
785.0,MERCEDES-BENZ,S 600,S 600 L,S 600 L,MERCEDES-BENZ S 600 L,Black,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,schwarz,125000,"\"Ab MFK\"",5,Automat
786.0,BMW,3.0,3.0 CSL,CSL,BMW 3.0 CSL,Black,Limousine,3003,Zuzwil,null,Occasion,null,null,2,null,1,1973,Benzin,200,schwarz,129800,"\"Ab MFK\"",0,null
787.0,Ferrari,612,612,612,FERRARI 612,Black,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,beige,36000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
788.0,MERCEDES-BENZ,G 55 AMG,G 55 AMG,G 55 AMG,MERCEDES-BENZ G 55 AMG,Black,SUV / Geländewagen,5439,Zuzwil,378 g/km,Occasion,G,15.9 l/100km,5,Allrad,1,2008,Benzin,500,schwarz,49600,"\"Ab MFK\"",5,Automat sequentiell
789.0,Kaiser,"",CJ-5 12V ARMEEFAHRZEUG,CJ-5 12V ARMEEFAHRZEUG,KAISER CJ-5 12V ARMEEFAHRZEUG,Black,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,schwarz,18000,"\"Ab MFK\"",2,Schaltgetriebe
79.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Blue,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,394,schwarz,37000,"\"Ab MFK\"",0,Automat
790.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,Black,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,beige,73700,"\"Ab MFK\"",5,Automat
791.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,grau,39800,"\"Ab MFK\"",2,Automat
792.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,5461,Zuzwil,291 g/km,Occasion,G,12.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,388,mehrfarbig,47900,"\"Ab MFK\"",2,Automat sequentiell
793.0,Lotus,"",HKT Seven GTS,HKT Seven GTS,LOTUS HKT Seven GTS,Black,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,schwarz,16000,"\"Ab MFK\"",2,Schaltgetriebe
794.0,Talbot,"",Sunbeam Lotus,Sunbeam Lotus,TALBOT Sunbeam Lotus,Black,Coupé,2171,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1982,Benzin,150,grau,40100,"\"Ab MFK\"",4,Schaltgetriebe
795.0,Saab,9-5,9-5 2.3T Aero,9-5 2.3T Aero,SAAB 9-5 2.3T Aero,Black,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,schwarz,117100,"\"Ab MFK\"",5,Automatik-Getriebe
796.0,Audi,R8,R8 Coupé 5.2,R8 Coupé 5.2,AUDI R8 Coupé 5.2,Black,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,schwarz,26500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
797.0,Lincoln,Continental,Continental,null,LINCOLN Continental,Black,Limousine,4602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,2,2002,Benzin,0,beige,119600,"\"Ab MFK\"",5,Automat
798.0,Maserati,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,Black,Coupé,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,284,beige,40600,"\"Ab MFK\"",5,Automat
799.0,MERCEDES-BENZ,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,Black,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,schwarz,74500,"\"Ab MFK\"",5,Automat
8.0,Aston Martin,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,Other,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,schwarz,31800,"\"Ab MFK\"",4,Automat sequentiell
80.0,Lancia,DELTA,DELTA Integrale EVO,Integrale EVO,LANCIA DELTA Integrale EVO,Blue,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,68000,"\"Ab MFK\"",5,Schaltgetriebe
800.0,BMW,525,525i,525i,BMW 525i,Black,Limousine,2494,Zuzwil,225 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,2002,Benzin,193,beige,125900,"\"Ab MFK\"",5,Automatik-Getriebe
801.0,BMW,M6,M6,M6,BMW M6,Black,Cabriolet,4395,Zuzwil,239 g/km,Occasion,G,10.3 l/100km,2,Hinterradantrieb,6,2012,Benzin,560,schwarz,66800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
802.0,MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,Black,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,schwarz,45000,"\"Ab MFK\"",2,Automat sequentiell
803.0,Porsche,911,911 Turbo ll 3.6,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,Black,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,"\"Ab MFK\"",2,Schaltgetriebe
804.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,Black,Limousine,3199,Zuzwil,305 g/km,Occasion,null,13.4 l/100km,4,Hinterradantrieb,8,1997,Benzin,231,grau,58000,"\"Ab MFK\"",5,Automat
805.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Black,Coupé,3299,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1984,Benzin,300,schwarz,63500,"\"Ab MFK\"",4,Schaltgetriebe manuell
806.0,Honda,ACCORD,Accord Coupé V6 3.0i VTEC,Accord Coupé V6 3.0i VTEC,HONDA Accord Coupé V6 3.0i VTEC,Black,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,anthrazit,186000,"\"Ab MFK\"",5,Automat
